"","TIN","Practice ID","Practice Name","Start Date","End Date","MeasureID","EGP","Numerator","Exclusion","Exception","ED.IDs","ED_name_x"
"278",270825728,437170,"Envision","7/1/2017","12/31/2017","31",26,16,0,0,"437423",NA
"279",270879261,437170,"Envision","7/1/2017","12/31/2017","25",21,10,0,0,"437247",NA
"280",270892198,98494,"USACS Management Group, LTD.","6/30/2017","12/31/2017","21",4026,128,1761,0,"353344, 353348, 353351, 353353, 353357, 353358, 353360, 353361, 353365, 353366",", Carolinas HealthCare System Harrisburg (HARG), Carolinas Medical Center - Huntersville (HUNT), Carolinas HealthCare System Kannapolis (KANN), Carolinas HealthCare System Lincoln (LINC), Carolinas HealthCare System NorthEast (NORT), Carolinas HealthCare System Pineville (PINE), Carolinas HealthCare System SouthPark (MORR), Carolinas HealthCare System Steele Creek (STEE), Carolinas HealthCare System University (UNIV), Carolinas Medical Center - Mercy (MERC)"
"281",270892198,98494,"USACS Management Group, LTD.","6/30/2017","12/31/2017","24",7949,3894,375,0,"353344, 353348, 353351, 353353, 353357, 353358, 353360, 353361, 353365, 353366",", Carolinas HealthCare System Harrisburg (HARG), Carolinas Medical Center - Huntersville (HUNT), Carolinas HealthCare System Kannapolis (KANN), Carolinas HealthCare System Lincoln (LINC), Carolinas HealthCare System NorthEast (NORT), Carolinas HealthCare System Pineville (PINE), Carolinas HealthCare System SouthPark (MORR), Carolinas HealthCare System Steele Creek (STEE), Carolinas HealthCare System University (UNIV), Carolinas Medical Center - Mercy (MERC)"
"282",271086720,437170,"Envision","7/1/2017","12/31/2017","22",2,1,0,1,"437684",NA
"283",271086720,437170,"Envision","7/1/2017","12/31/2017","25",14,9,0,0,"437684",NA
"284",271103230,437170,"Envision","7/1/2017","12/31/2017","19",29,16,7,0,"437615",NA
"285",271103230,437170,"Envision","7/1/2017","12/31/2017","22",1,1,0,0,"437615",NA
"286",271103230,437170,"Envision","7/1/2017","12/31/2017","25",23,17,0,0,"437615",NA
"287",271175498,437170,"Envision","7/1/2017","12/31/2017","24",1,1,1,0,"437713",NA
"288",271175498,437170,"Envision","7/1/2017","12/31/2017","25",32,21,0,0,"437713",NA
"289",271269714,437170,"Envision","7/1/2017","12/31/2017","22",15,2,1,0,"437585",NA
"290",271269714,437170,"Envision","7/1/2017","12/31/2017","24",12,6,0,0,"437585",NA
"291",271269714,437170,"Envision","7/1/2017","12/31/2017","25",60,44,0,0,"437585",NA
"292",271269714,437170,"Envision","7/1/2017","12/31/2017","31",26,24,1,0,"437585",NA
"293",271409294,437170,"Envision","7/1/2017","12/31/2017","25",51,45,0,0,"437334",NA
"294",271409294,437170,"Envision","7/1/2017","12/31/2017","31",7,4,0,0,"437334",NA
"295",271461591,437170,"Envision","7/1/2017","9/30/2017","24",7,5,0,0,"437524",NA
"296",271461591,437170,"Envision","7/1/2017","9/30/2017","25",34,28,0,0,"437524",NA
"297",271461591,437170,"Envision","7/1/2017","9/30/2017","31",23,15,0,0,"437524",NA
"298",271469476,437170,"Envision","7/1/2017","12/31/2017","24",7,3,0,0,"437730",NA
"299",271469476,437170,"Envision","7/1/2017","12/31/2017","25",11,11,0,0,"437730",NA
"300",271604032,437170,"Envision","7/1/2017","9/30/2017","24",7,4,0,0,"437598",NA
"301",271604032,437170,"Envision","7/1/2017","9/30/2017","31",10,3,0,0,"437598",NA
"302",271688996,437170,"Envision","7/1/2017","12/31/2017","19",1,1,0,0,"437721",NA
"303",271688996,437170,"Envision","7/1/2017","12/31/2017","25",2,1,0,0,"437721",NA
"304",271914449,157081,"Hollywood Presbyterian Emergency Medical Associates, Inc.","10/1/2017","12/31/2017","21",1,1,0,0,"322868",", Hollywood Presbyterian Medical Center"
"305",272020746,140882,"Hudson Vista Physician Services","1/1/2017","12/31/2017","21",571,347,7,0,"277893",NA
"306",272020746,140882,"Hudson Vista Physician Services","1/1/2017","12/31/2017","24",1039,567,75,0,"277893",NA
"307",272020746,140882,"Hudson Vista Physician Services","1/1/2017","12/31/2017","31",121,116,0,0,"277893",NA
"308",272260658,437170,"Envision","7/1/2017","12/31/2017","24",2,2,0,0,"437286",NA
"309",272260658,437170,"Envision","7/1/2017","12/31/2017","25",6,5,0,0,"437286",NA
"310",272792299,98494,"USACS Management Group, LTD.","6/30/2017","12/31/2017","21",667,344,330,0,"353335",NA
"311",272792299,98494,"USACS Management Group, LTD.","6/30/2017","12/31/2017","24",782,691,14,0,"353335",NA
"312",272819735,437170,"Envision","7/1/2017","12/31/2017","25",47,29,0,0,"437489",NA
"313",272819735,437170,"Envision","7/1/2017","12/31/2017","31",33,8,0,0,"437489",NA
"314",272838390,437170,"Envision","7/1/2017","9/30/2017","24",1,1,0,0,"437259",NA
"315",272838390,437170,"Envision","7/1/2017","9/30/2017","25",16,11,0,0,"437259",NA
"316",272838390,437170,"Envision","7/1/2017","9/30/2017","31",1,1,0,0,"437259",NA
"317",273378861,437170,"Envision","7/1/2017","12/31/2017","25",4,4,0,0,"437300",NA
"318",273475070,437170,"Envision","7/1/2017","12/31/2017","22",1,1,0,0,"437393",NA
"319",273475070,437170,"Envision","7/1/2017","12/31/2017","25",17,14,0,0,"437393",NA
"320",273475070,437170,"Envision","7/1/2017","12/31/2017","31",6,6,0,0,"437393",NA
"321",273602081,437170,"Envision","7/1/2017","9/30/2017","25",16,8,0,0,"437304",NA
"322",273602081,437170,"Envision","7/1/2017","9/30/2017","31",1,0,0,0,"437304",NA
"323",273797947,98494,"USACS Management Group, LTD.","7/1/2017","12/31/2017","21",849,46,400,0,"354025",NA
"324",273797947,98494,"USACS Management Group, LTD.","7/1/2017","12/31/2017","24",923,718,64,0,"354025",NA
"325",273798043,98494,"USACS Management Group, LTD.","7/1/2017","12/31/2017","21",225,3,95,0,"353870",NA
"326",273798043,98494,"USACS Management Group, LTD.","7/1/2017","12/31/2017","24",1008,817,147,0,"353870",NA
"327",273869161,98494,"USACS Management Group, LTD.","8/1/2017","11/30/2017","21",924,44,33,0,"353380, 354453, 460123, 473896, 473897, 473898, 473899",NA
"328",273869161,98494,"USACS Management Group, LTD.","8/1/2017","11/30/2017","24",1273,1087,28,0,"353380, 354453, 460123, 473896, 473897, 473898, 473899",NA
"329",273918725,437170,"Envision","7/1/2017","12/31/2017","22",2,1,0,0,"437700",NA
"330",273918725,437170,"Envision","7/1/2017","12/31/2017","25",9,9,0,0,"437700",NA
"331",274014584,437170,"Envision","7/1/2017","12/31/2017","24",4,4,0,0,"437540",NA
"332",274014584,437170,"Envision","7/1/2017","12/31/2017","25",42,32,0,0,"437540",NA
"333",274096839,349929,"Victory Emergency Physicians (VEP Healthcare, Inc)","1/1/2017","12/31/2017","31",1,1,0,0,"353968",NA
"334",274331556,437170,"Envision","7/1/2017","12/31/2017","24",2,2,0,0,"437623",NA
"335",274331556,437170,"Envision","7/1/2017","12/31/2017","25",19,13,0,0,"437623",NA
"336",274546606,98494,"USACS Management Group, LTD.","1/1/2017","12/31/2017","21",935,140,149,0,"353971",NA
"337",274546606,98494,"USACS Management Group, LTD.","1/1/2017","12/31/2017","24",1017,800,17,0,"353971",NA
"338",274555850,437170,"Envision","7/1/2017","12/31/2017","22",1,0,0,0,"437641",NA
"339",274815951,118309,"Innova Emergency Medical Associates","1/1/2017","12/31/2017","21",3137,252,170,0,"128120, 128128, 198042",NA
"340",275252122,437170,"Envision","7/1/2017","12/31/2017","22",10,2,0,0,"437463",NA
"341",275252122,437170,"Envision","7/1/2017","12/31/2017","24",11,5,0,0,"437463",NA
"342",275252122,437170,"Envision","7/1/2017","12/31/2017","25",56,38,0,0,"437463",NA
"343",275252122,437170,"Envision","7/1/2017","12/31/2017","31",4,3,0,0,"437463",NA
"344",300798502,437170,"Envision","7/1/2017","9/30/2017","25",7,3,0,0,"437531",NA
"345",300801331,437170,"Envision","7/1/2017","12/31/2017","22",37,13,1,0,"437188, 437189, 437221, 437409, 437566",NA
"346",300801331,437170,"Envision","7/1/2017","12/31/2017","24",23,15,0,0,"437188, 437189, 437221, 437409, 437566",NA
"347",300801331,437170,"Envision","7/1/2017","12/31/2017","25",252,177,0,0,"437188, 437189, 437221, 437409, 437566",NA
"348",300801331,437170,"Envision","7/1/2017","12/31/2017","31",23,16,0,0,"437188, 437189, 437221, 437409, 437566",NA
"349",300807536,437170,"Envision","7/1/2017","9/30/2017","24",5,3,0,0,"437266, 437441",NA
"350",300807536,437170,"Envision","7/1/2017","9/30/2017","25",46,21,0,0,"437266, 437441",NA
"351",300950488,437170,"Envision","7/1/2017","12/31/2017","25",67,52,0,0,"437596, 437597",NA
"352",300950488,437170,"Envision","7/1/2017","12/31/2017","31",25,13,0,0,"437596, 437597",NA
"353",330729128,151708,"Mission Viejo Emergency Medical Associates","10/1/2017","12/31/2017","31",1,1,0,0,"156523",NA
"354",330943206,157069,"Montclair Emergency Medical Associates","10/1/2017","12/31/2017","21",119,18,6,0,"157555",NA
"355",341822821,98494,"USACS Management Group, LTD.","7/1/2017","12/31/2017","21",1010,35,243,0,"353404",NA
"356",341822821,98494,"USACS Management Group, LTD.","7/1/2017","12/31/2017","24",2679,2324,103,0,"353404",NA
"357",352434195,437170,"Envision","7/1/2017","9/30/2017","25",14,9,0,0,"437485",NA
"358",352439501,283650,"Maryland Emergency Medicine Network Physicians, LLC ? Capital Region Health","1/1/2017","12/31/2017","22",3333,427,1,1009,"203405, 203419, 203422",NA
"359",352439501,283650,"Maryland Emergency Medicine Network Physicians, LLC ? Capital Region Health","1/1/2017","12/31/2017","24",926,785,14,0,"203405, 203419, 203422",NA
"360",352517584,437170,"Envision","7/1/2017","12/31/2017","25",35,26,0,0,"437207",NA
"361",352517584,437170,"Envision","7/1/2017","12/31/2017","31",3,2,0,0,"437207",NA
"362",352572146,437170,"Envision","7/1/2017","9/30/2017","22",4,2,0,0,"437290",NA
"363",352572146,437170,"Envision","7/1/2017","9/30/2017","24",3,2,0,0,"437290",NA
"364",352572146,437170,"Envision","7/1/2017","9/30/2017","25",20,17,0,0,"437290",NA
"365",364778369,437170,"Envision","7/1/2017","12/31/2017","24",10,7,1,0,"437668",NA
"366",364778369,437170,"Envision","7/1/2017","12/31/2017","25",41,36,0,0,"437668",NA
"367",371654798,437170,"Envision","7/1/2017","9/30/2017","22",1,1,0,0,"437590",NA
"368",371696690,437170,"Envision","7/1/2017","12/31/2017","25",85,64,0,0,"437210",NA
"369",371770223,437170,"Envision","7/1/2017","9/30/2017","25",8,6,0,0,"437303",NA
"370",371858840,437170,"Envision","7/1/2017","12/31/2017","25",60,38,0,0,"437216, 437264",NA
"371",371858840,437170,"Envision","7/1/2017","12/31/2017","31",27,10,0,0,"437216, 437264",NA
"372",381914446,127165,"SOUTHWESTERN MICHIGAN EMERGENCY SERVICES, P.C.","1/1/2017","12/31/2017","21",7222,165,529,0,"179391, 179392, 179393",", Bronson Methodist Hospital, Bronson Battle Creek, Bronson LakeView Hospital"
"373",381914446,127165,"SOUTHWESTERN MICHIGAN EMERGENCY SERVICES, P.C.","1/1/2017","12/31/2017","25",421,190,0,0,"179391, 179392, 179393",", Bronson Methodist Hospital, Bronson Battle Creek, Bronson LakeView Hospital"
"374",383409771,437170,"Envision","10/1/2017","12/31/2017","24",2574,0,286,0,"439051, 439064, 439065, 439066, 439067, 439068, 439069, 439070, 439071, 439072, 439073, 439075, 439076, 439078, 439083, 439084",NA
"375",383409771,437170,"Envision","10/1/2017","12/31/2017","25",224,0,0,0,"439051, 439064, 439065, 439066, 439067, 439068, 439069, 439070, 439071, 439072, 439073, 439075, 439076, 439078, 439083, 439084",NA
"376",383445926,128237,"Northern Michigan Emergency Physicians, PC","1/1/2017","6/30/2017","21",344,32,113,0,"203791",NA
"377",383445926,128237,"Northern Michigan Emergency Physicians, PC","1/1/2017","6/30/2017","31",2,2,0,0,"203791",NA
"378",383551582,437170,"Envision","10/1/2017","12/31/2017","24",184,0,46,0,"439052, 439053, 439054, 439055, 439056, 439057, 439058, 439059",NA
"379",383551582,437170,"Envision","10/1/2017","12/31/2017","25",10,0,0,0,"439052, 439053, 439054, 439055, 439056, 439057, 439058, 439059",NA
"380",384022762,437170,"Envision","7/1/2017","12/31/2017","22",4,2,0,0,"437451",NA
"381",384022762,437170,"Envision","7/1/2017","12/31/2017","24",4,3,0,0,"437451",NA
"382",384022762,437170,"Envision","7/1/2017","12/31/2017","25",37,28,0,0,"437451",NA
"383",384022762,437170,"Envision","7/1/2017","12/31/2017","31",10,5,0,0,"437451",NA
"384",391642792,163592,"Southern Wisconsin Emergency Associates","1/1/2017","12/31/2017","21",981,230,514,0,"326928, 326929",", Beloit Memorial Hospital, NorthPointe Immediate Care"
"385",391642792,163592,"Southern Wisconsin Emergency Associates","1/1/2017","12/31/2017","24",1617,1067,63,0,"326928, 326929",", Beloit Memorial Hospital, NorthPointe Immediate Care"
"386",391642792,163592,"Southern Wisconsin Emergency Associates","1/1/2017","12/31/2017","25",62,47,0,0,"326928, 326929",", Beloit Memorial Hospital, NorthPointe Immediate Care"
"387",410949999,319693,"Emergency Physicians Professional Association (EPPA)","10/1/2017","12/31/2017","21",1,0,6274,0,"326921, 326930, 326956, 326968, 326969, 326970, 326971, 327346, 327348, 327350",", Health Partners Methodist Hospital, Allina Mercy Hospital- Unity Campus, Fairview Southdale Hospital, Allina Mercy Hospital, Fairview Ridges Hospital, Allina Buffalo Hospital, CentraCare Health St. Cloud Hospital, The Urgency Room - Vadnais, The Urgency Room - Eagan, The Urgency Room - Woodbury"
"388",410949999,319693,"Emergency Physicians Professional Association (EPPA)","10/1/2017","12/31/2017","24",2856,1386,2956,0,"326921, 326930, 326956, 326968, 326969, 326970, 326971, 327346, 327348, 327350",", Health Partners Methodist Hospital, Allina Mercy Hospital- Unity Campus, Fairview Southdale Hospital, Allina Mercy Hospital, Fairview Ridges Hospital, Allina Buffalo Hospital, CentraCare Health St. Cloud Hospital, The Urgency Room - Vadnais, The Urgency Room - Eagan, The Urgency Room - Woodbury"
"389",410949999,319693,"Emergency Physicians Professional Association (EPPA)","10/1/2017","12/31/2017","31",3,1,0,0,"326921, 326930, 326956, 326968, 326969, 326970, 326971, 327346, 327348, 327350",", Health Partners Methodist Hospital, Allina Mercy Hospital- Unity Campus, Fairview Southdale Hospital, Allina Mercy Hospital, Fairview Ridges Hospital, Allina Buffalo Hospital, CentraCare Health St. Cloud Hospital, The Urgency Room - Vadnais, The Urgency Room - Eagan, The Urgency Room - Woodbury"
"390",412072606,437170,"Envision","7/1/2017","12/31/2017","22",5,3,0,0,"437313, 437464, 437465, 437474",NA
"391",412072606,437170,"Envision","7/1/2017","12/31/2017","24",14,8,1,0,"437313, 437464, 437465, 437474",NA
"392",412072606,437170,"Envision","7/1/2017","12/31/2017","25",72,60,0,1,"437313, 437464, 437465, 437474",NA
"393",451631989,437170,"Envision","7/1/2017","12/31/2017","25",38,33,0,0,"437649",NA
"394",451631989,437170,"Envision","7/1/2017","12/31/2017","31",1,0,0,0,"437649",NA
"395",451833448,157072,"Redondo Emergency Physicians, Inc.","10/1/2017","12/31/2017","21",287,49,4,0,"203661",", Memorial Hospital of Gardena"
"396",452550789,437170,"Envision","7/1/2017","12/31/2017","25",4,3,0,0,"437577",NA
"397",452550789,437170,"Envision","7/1/2017","12/31/2017","31",2,1,0,0,"437577",NA
"398",453083338,437170,"Envision","7/1/2017","12/31/2017","22",2,0,0,0,"437428",NA
"399",453083338,437170,"Envision","7/1/2017","12/31/2017","25",2,1,0,0,"437428",NA
"400",453155941,437170,"Envision","7/1/2017","12/31/2017","25",10,9,0,0,"437580",NA
"401",453155941,437170,"Envision","7/1/2017","12/31/2017","31",8,7,0,0,"437580",NA
"402",453219179,437170,"Envision","7/1/2017","12/31/2017","22",1,1,0,0,"437427",NA
"403",453219179,437170,"Envision","7/1/2017","12/31/2017","25",1,0,0,0,"437427",NA
"404",453219179,437170,"Envision","7/1/2017","12/31/2017","31",1,1,0,0,"437427",NA
"405",453355484,437170,"Envision","7/1/2017","12/31/2017","25",3,2,0,0,"437287",NA
"406",453508289,437170,"Envision","7/1/2017","12/31/2017","22",1,0,0,0,"437731",NA
"407",453763723,98494,"USACS Management Group, LTD.","7/1/2017","12/31/2017","21",715,138,37,0,"353332",NA
"408",453763723,98494,"USACS Management Group, LTD.","7/1/2017","12/31/2017","24",813,544,25,0,"353332",NA
"409",453843780,437170,"Envision","7/1/2017","12/31/2017","24",1,0,0,0,"437572",NA
"410",453843780,437170,"Envision","7/1/2017","12/31/2017","25",5,3,0,0,"437572",NA
"411",453843780,437170,"Envision","7/1/2017","12/31/2017","31",2,1,0,0,"437572",NA
"412",454019145,437170,"Envision","7/1/2017","12/31/2017","24",793,0,90,0,"439081, 439082",NA
"413",454019145,437170,"Envision","7/1/2017","12/31/2017","25",41,0,0,0,"439081, 439082",NA
"414",454019145,437170,"Envision","7/1/2017","12/31/2017","31",2,1,0,0,"439081, 439082",NA
"415",454040745,437170,"Envision","7/1/2017","12/31/2017","22",3,0,0,0,"439872",NA
"416",454040745,437170,"Envision","7/1/2017","12/31/2017","24",6,6,1,0,"439872",NA
"417",454040745,437170,"Envision","7/1/2017","12/31/2017","25",17,15,0,0,"439872",NA
"418",454040745,437170,"Envision","7/1/2017","12/31/2017","31",19,6,0,0,"439872",NA
"419",454130305,157067,"Centinela Freeman Emergency Medical Associates, Inc.","10/1/2017","12/31/2017","21",486,219,27,0,"85740",", Centinela Hospital Medical Center"
"420",454130305,157067,"Centinela Freeman Emergency Medical Associates, Inc.","10/1/2017","12/31/2017","24",565,486,4,0,"85740",", Centinela Hospital Medical Center"
"421",454130519,157068,"Chino Emergency Medical Associates, Inc.","10/1/2017","12/31/2017","21",241,49,17,0,"157553",NA
"422",454376008,437170,"Envision","7/1/2017","12/31/2017","22",5,0,0,0,"437408",NA
"423",454376008,437170,"Envision","7/1/2017","12/31/2017","24",4,4,0,0,"437408",NA
"424",454376008,437170,"Envision","7/1/2017","12/31/2017","25",72,60,0,0,"437408",NA
"425",454376008,437170,"Envision","7/1/2017","12/31/2017","31",12,5,0,0,"437408",NA
"426",454492354,437170,"Envision","7/1/2017","12/31/2017","22",5,0,0,0,"437468, 437469",NA
"427",454492354,437170,"Envision","7/1/2017","12/31/2017","24",4,4,0,0,"437468, 437469",NA
"428",454492354,437170,"Envision","7/1/2017","12/31/2017","25",15,12,0,0,"437468, 437469",NA
"429",454492354,437170,"Envision","7/1/2017","12/31/2017","31",17,13,0,0,"437468, 437469",NA
"430",454492961,437170,"Envision","7/1/2017","12/31/2017","22",6,4,0,0,"437199",NA
"431",454492961,437170,"Envision","7/1/2017","12/31/2017","24",6,6,0,0,"437199",NA
"432",454492961,437170,"Envision","7/1/2017","12/31/2017","25",32,22,0,0,"437199",NA
"433",454492961,437170,"Envision","7/1/2017","12/31/2017","31",56,45,0,0,"437199",NA
"434",454493011,437170,"Envision","7/1/2017","12/31/2017","22",2,1,0,0,"437599, 437600",NA
"435",454493011,437170,"Envision","7/1/2017","12/31/2017","24",2,0,0,0,"437599, 437600",NA
"436",454493011,437170,"Envision","7/1/2017","12/31/2017","25",37,27,0,0,"437599, 437600",NA
"437",454493011,437170,"Envision","7/1/2017","12/31/2017","31",66,46,0,0,"437599, 437600",NA
"438",454521348,437170,"Envision","7/1/2017","12/31/2017","22",5,4,0,0,"437629",NA
"439",454521348,437170,"Envision","7/1/2017","12/31/2017","24",10,4,1,0,"437629",NA
"440",454521348,437170,"Envision","7/1/2017","12/31/2017","25",43,25,0,0,"437629",NA
"441",454521348,437170,"Envision","7/1/2017","12/31/2017","31",21,11,0,0,"437629",NA
"442",454523440,437170,"Envision","7/1/2017","12/31/2017","22",7,3,1,1,"437346, 437347",NA
"443",454523440,437170,"Envision","7/1/2017","12/31/2017","24",9,6,0,0,"437346, 437347",NA
"444",454523440,437170,"Envision","7/1/2017","12/31/2017","25",78,57,0,0,"437346, 437347",NA
"445",454523440,437170,"Envision","7/1/2017","12/31/2017","31",12,10,0,0,"437346, 437347",NA
"446",454738484,437170,"Envision","7/1/2017","12/31/2017","22",17,2,0,0,"437355, 437603",NA
"447",454738484,437170,"Envision","7/1/2017","12/31/2017","24",2,1,1,0,"437355, 437603",NA
"448",454738484,437170,"Envision","7/1/2017","12/31/2017","25",68,64,0,0,"437355, 437603",NA
"449",454738484,437170,"Envision","7/1/2017","12/31/2017","31",99,70,0,0,"437355, 437603",NA
"450",454738623,437170,"Envision","7/1/2017","9/30/2017","22",4,0,0,0,"437435",NA
"451",454738623,437170,"Envision","7/1/2017","9/30/2017","24",2,2,0,0,"437435",NA
"452",454738623,437170,"Envision","7/1/2017","9/30/2017","25",15,14,0,0,"437435",NA
"453",454738623,437170,"Envision","7/1/2017","9/30/2017","31",12,7,0,0,"437435",NA
"454",454738666,437170,"Envision","7/1/2017","9/30/2017","22",3,0,0,0,"437448, 437449",NA
"455",454738666,437170,"Envision","7/1/2017","9/30/2017","24",9,8,1,0,"437448, 437449",NA
"456",454738666,437170,"Envision","7/1/2017","9/30/2017","25",39,28,0,0,"437448, 437449",NA
"457",454738666,437170,"Envision","7/1/2017","9/30/2017","31",18,7,0,0,"437448, 437449",NA
"458",454738697,437170,"Envision","7/1/2017","9/30/2017","22",4,1,0,0,"437356, 437357",NA
"459",454738697,437170,"Envision","7/1/2017","9/30/2017","24",5,3,0,0,"437356, 437357",NA
"460",454738697,437170,"Envision","7/1/2017","9/30/2017","25",23,16,0,0,"437356, 437357",NA
"461",454738697,437170,"Envision","7/1/2017","9/30/2017","31",4,2,0,0,"437356, 437357",NA
"462",454749911,437170,"Envision","7/1/2017","9/30/2017","22",4,4,0,0,"437273",NA
"463",454749911,437170,"Envision","7/1/2017","9/30/2017","24",1,1,0,0,"437273",NA
"464",454749911,437170,"Envision","7/1/2017","9/30/2017","25",11,10,0,0,"437273",NA
"465",454749911,437170,"Envision","7/1/2017","9/30/2017","31",27,17,0,0,"437273",NA
"466",454800909,437170,"Envision","7/1/2017","12/31/2017","22",25,12,1,0,"437715",NA
"467",454800909,437170,"Envision","7/1/2017","12/31/2017","24",15,13,0,0,"437715",NA
"468",454800909,437170,"Envision","7/1/2017","12/31/2017","25",105,95,0,0,"437715",NA
"469",454800909,437170,"Envision","7/1/2017","12/31/2017","31",166,116,0,0,"437715",NA
"470",454800947,437170,"Envision","7/1/2017","12/31/2017","22",8,3,0,0,"437396",NA
"471",454800947,437170,"Envision","7/1/2017","12/31/2017","24",8,5,1,0,"437396",NA
"472",454800947,437170,"Envision","7/1/2017","12/31/2017","25",47,31,0,0,"437396",NA
"473",454800947,437170,"Envision","7/1/2017","12/31/2017","31",20,11,0,0,"437396",NA
"474",454825971,437170,"Envision","10/1/2017","12/31/2017","24",3,0,1,0,"439086",NA
"475",454825971,437170,"Envision","10/1/2017","12/31/2017","25",1,0,0,0,"439086",NA
"476",454908117,437170,"Envision","7/1/2017","12/31/2017","22",1,1,0,0,"437705",NA
"477",454908117,437170,"Envision","7/1/2017","12/31/2017","24",9,4,1,0,"437705",NA
"478",454908117,437170,"Envision","7/1/2017","12/31/2017","25",32,21,0,0,"437705",NA
"479",454908117,437170,"Envision","7/1/2017","12/31/2017","31",4,3,0,0,"437705",NA
"480",454908227,437170,"Envision","7/1/2017","12/31/2017","22",10,1,0,0,"437476",NA
"481",454908227,437170,"Envision","7/1/2017","12/31/2017","24",15,7,1,0,"437476",NA
"482",454908227,437170,"Envision","7/1/2017","12/31/2017","25",65,63,0,0,"437476",NA
"483",454908227,437170,"Envision","7/1/2017","12/31/2017","31",10,8,0,0,"437476",NA
"484",455234101,437170,"Envision","7/1/2017","12/31/2017","22",20,2,1,1,"437588",NA
"485",455234101,437170,"Envision","7/1/2017","12/31/2017","24",15,8,1,0,"437588",NA
"486",455234101,437170,"Envision","7/1/2017","12/31/2017","25",56,35,0,0,"437588",NA
"487",455234101,437170,"Envision","7/1/2017","12/31/2017","31",29,18,0,0,"437588",NA
"488",455282256,437170,"Envision","7/1/2017","12/31/2017","22",4,2,0,0,"437473",NA
"489",455282256,437170,"Envision","7/1/2017","12/31/2017","24",4,3,0,0,"437473",NA
"490",455282256,437170,"Envision","7/1/2017","12/31/2017","25",22,19,0,0,"437473",NA
"491",455316058,437170,"Envision","7/1/2017","12/31/2017","22",11,3,0,0,"437488",NA
"492",455316058,437170,"Envision","7/1/2017","12/31/2017","24",2,2,1,0,"437488",NA
"493",455316058,437170,"Envision","7/1/2017","12/31/2017","25",38,30,0,0,"437488",NA
"494",455316058,437170,"Envision","7/1/2017","12/31/2017","31",7,5,0,0,"437488",NA
"495",455472167,437170,"Envision","7/1/2017","12/31/2017","22",1,0,0,0,"437527",NA
"496",455472167,437170,"Envision","7/1/2017","12/31/2017","24",1,1,0,0,"437527",NA
"497",455472167,437170,"Envision","7/1/2017","12/31/2017","25",23,11,0,0,"437527",NA
"498",455485457,437170,"Envision","7/1/2017","12/31/2017","22",10,6,0,0,"437704",NA
"499",455485457,437170,"Envision","7/1/2017","12/31/2017","24",4,3,0,0,"437704",NA
"500",455485457,437170,"Envision","7/1/2017","12/31/2017","25",59,40,0,0,"437704",NA
"501",455485457,437170,"Envision","7/1/2017","12/31/2017","31",9,8,0,0,"437704",NA
"502",455498816,437170,"Envision","7/1/2017","12/31/2017","22",16,8,0,0,"437254, 437255",NA
"503",455498816,437170,"Envision","7/1/2017","12/31/2017","24",20,17,1,0,"437254, 437255",NA
"504",455498816,437170,"Envision","7/1/2017","12/31/2017","25",249,1,0,0,"437254, 437255",NA
"505",455499888,437170,"Envision","7/1/2017","12/31/2017","22",1,0,0,0,"437253",NA
"506",455499888,437170,"Envision","7/1/2017","12/31/2017","24",2,1,0,0,"437253",NA
"507",455499888,437170,"Envision","7/1/2017","12/31/2017","25",10,0,0,0,"437253",NA
"508",455499888,437170,"Envision","7/1/2017","12/31/2017","31",2,2,0,0,"437253",NA
"509",455501249,437170,"Envision","7/1/2017","12/31/2017","22",11,1,0,0,"437528",NA
"510",455501249,437170,"Envision","7/1/2017","12/31/2017","24",31,21,0,0,"437528",NA
"511",455501249,437170,"Envision","7/1/2017","12/31/2017","25",132,86,0,0,"437528",NA
"512",455546314,437170,"Envision","7/1/2017","12/31/2017","24",92,0,6,0,"437702",NA
"513",455568494,437170,"Envision","7/1/2017","12/31/2017","22",19,6,0,1,"437302, 437386, 437387, 437395",NA
"514",455568494,437170,"Envision","7/1/2017","12/31/2017","24",20,12,1,0,"437302, 437386, 437387, 437395",NA
"515",455568494,437170,"Envision","7/1/2017","12/31/2017","25",79,68,0,0,"437302, 437386, 437387, 437395",NA
"516",455568494,437170,"Envision","7/1/2017","12/31/2017","31",16,13,0,0,"437302, 437386, 437387, 437395",NA
"517",460587986,437170,"Envision","7/1/2017","9/30/2017","24",1,1,0,0,"437436",NA
"518",460587986,437170,"Envision","7/1/2017","9/30/2017","31",1,0,0,0,"437436",NA
"519",460588643,437170,"Envision","7/1/2017","12/31/2017","22",3,2,0,0,"437443",NA
"520",460588643,437170,"Envision","7/1/2017","12/31/2017","24",5,4,1,0,"437443",NA
"521",460588643,437170,"Envision","7/1/2017","12/31/2017","25",36,30,0,0,"437443",NA
"522",460588643,437170,"Envision","7/1/2017","12/31/2017","31",32,19,0,0,"437443",NA
"523",460619963,437170,"Envision","7/1/2017","12/31/2017","22",2,0,0,1,"437479",NA
"524",460619963,437170,"Envision","7/1/2017","12/31/2017","24",5,2,0,0,"437479",NA
"525",460619963,437170,"Envision","7/1/2017","12/31/2017","25",30,23,0,0,"437479",NA
"526",460619963,437170,"Envision","7/1/2017","12/31/2017","31",13,0,0,0,"437479",NA
"527",460625889,437170,"Envision","7/1/2017","12/31/2017","22",1,0,0,0,"437472",NA
"528",460625889,437170,"Envision","7/1/2017","12/31/2017","25",35,23,0,0,"437472",NA
