facilityID,facilityName,measureID,measureName,elementID,elementName
X104198,Candler Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6205,Onset date and timing of headache
X104198,Candler Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6265,Diagnosis of coagulopathies
X104198,Candler Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6270,Onset date and timing of diagnosis of coagulopathies
X104198,Candler Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6275,Diagnosis of Thrombocytopenia
X104198,Candler Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6280,Onset date and timing of diagnosis of Thrombocytopenia
X104198,Candler Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6285,Determination of Pregnancy
X104198,Candler Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6290,Onset date and timing of Pregnancy
X104198,Candler Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6325,Date and time of patient arrival to Emergency Department (ED)
X104198,Candler Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6350,Prescription of anticoagulant medications
X104198,Candler Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6355,Onset date and timing of prescription of anticoagulant medications
X104198,Candler Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6400,Drug or alcohol intoxication
X104198,Candler Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.6405,Onset date and timing of drug or alcohol intoxication
X104198,Candler Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.8500,Emergency Department Visit
X104198,Candler Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,415,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 18+ Years,X415.8506,Date and Time of departure (abatement) from Emergency Department
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.2060,Gender
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6100,Diagnosis of minor blunt head trauma (non-penetrating injuries)
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6105,Onset date and timing of diagnosis of minor blunt head trauma
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6110,Documentation of Glasgow Coma Scale (GCS) score 
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6115,Onset date and timing of documentation of Glasgow Coma Scale (GCS) score 
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6120,Head CT for trauma ordered
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6125,Onset date and timing of head CT for trauma ordered
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6130,Diagnosis of Ventricular shunt
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6135,Onset date and timing of diagnosis of Ventricular shunt
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6140,Diagnosis of Brain Tumor
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6145,Onset date and timing of diagnosis of Brain Tumor
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6150,Current prescription of antiplatelet medications
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6155,Prescription onset date and timing of current antiplatelet medication 
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6160,"Diagnosis of trauma, excluding head trauma"
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6165,"Onset date and timing of diagnosis of trauma, excluding head trauma"
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6200,Headache
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6205,Onset date and timing of headache
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6265,Diagnosis of coagulopathies
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6270,Onset date and timing of diagnosis of coagulopathies
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6275,Diagnosis of Thrombocytopenia
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6280,Onset date and timing of diagnosis of Thrombocytopenia
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6285,Determination of Pregnancy
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6290,Onset date and timing of Pregnancy
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6325,Date and time of patient arrival to Emergency Department (ED)
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6350,Prescription of anticoagulant medications
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6355,Onset date and timing of prescription of anticoagulant medications
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6400,Drug or alcohol intoxication
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.6405,Onset date and timing of drug or alcohol intoxication
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.8500,Emergency Department Visit
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,416,ED Utilization of CT for Minor Blunt Head Trauma for Patients Ages 2-17 Years,X416.8506,Date and Time of departure (abatement) from Emergency Department
X104198,Candler Hospital,419,Overuse Of Neuroimaging For Patients With Primary Headache And A Normal Neurological Examination_Registry,X419.8500,Emergency Department Visit
X104198,Candler Hospital,43,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in High Volume EDs (60k-79,999)",X43.2065,Patient Deceased
X104198,Candler Hospital,43,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in High Volume EDs (60k-79,999)",X43.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,43,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in High Volume EDs (60k-79,999)",X43.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,43,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in High Volume EDs (60k-79,999)",X43.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X104198,Candler Hospital,43,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in High Volume EDs (60k-79,999)",X43.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,43-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in High Volume EDs (60k-79,999)",X43-2.2065,Patient Deceased
X104198,Candler Hospital,43-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in High Volume EDs (60k-79,999)",X43-2.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,43-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in High Volume EDs (60k-79,999)",X43-2.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,43-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in High Volume EDs (60k-79,999)",X43-2.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X104198,Candler Hospital,43-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in High Volume EDs (60k-79,999)",X43-2.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,43-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in High Volume EDs (60k-79,999)",X43-3.2065,Patient Deceased
X104198,Candler Hospital,43-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in High Volume EDs (60k-79,999)",X43-3.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,43-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in High Volume EDs (60k-79,999)",X43-3.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,43-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in High Volume EDs (60k-79,999)",X43-3.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,43-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in High Volume EDs (60k-79,999)",X43-4.2065,Patient Deceased
X104198,Candler Hospital,43-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in High Volume EDs (60k-79,999)",X43-4.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,43-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in High Volume EDs (60k-79,999)",X43-4.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,43-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in High Volume EDs (60k-79,999)",X43-4.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,44,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Average Volume EDs (40k-59,999)",X44.2065,Patient Deceased
X104198,Candler Hospital,44,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Average Volume EDs (40k-59,999)",X44.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,44,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Average Volume EDs (40k-59,999)",X44.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,44,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Average Volume EDs (40k-59,999)",X44.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X104198,Candler Hospital,44,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Average Volume EDs (40k-59,999)",X44.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,44-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Average Volume EDs (40k-59,999)",X44-2.2065,Patient Deceased
X104198,Candler Hospital,44-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Average Volume EDs (40k-59,999)",X44-2.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,44-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Average Volume EDs (40k-59,999)",X44-2.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,44-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Average Volume EDs (40k-59,999)",X44-2.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X104198,Candler Hospital,44-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Average Volume EDs (40k-59,999)",X44-2.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,44-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Average Volume EDs (40k-59,999)",X44-3.2065,Patient Deceased
X104198,Candler Hospital,44-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Average Volume EDs (40k-59,999)",X44-3.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,44-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Average Volume EDs (40k-59,999)",X44-3.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,44-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Average Volume EDs (40k-59,999)",X44-3.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,44-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Average Volume EDs (40k-59,999)",X44-4.2065,Patient Deceased
X104198,Candler Hospital,44-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Average Volume EDs (40k-59,999)",X44-4.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,44-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Average Volume EDs (40k-59,999)",X44-4.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,44-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Average Volume EDs (40k-59,999)",X44-4.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,45,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Moderate Volume EDs (20k-39,999)",X45.2065,Patient Deceased
X104198,Candler Hospital,45,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Moderate Volume EDs (20k-39,999)",X45.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,45,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Moderate Volume EDs (20k-39,999)",X45.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,45,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Moderate Volume EDs (20k-39,999)",X45.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X104198,Candler Hospital,45,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Moderate Volume EDs (20k-39,999)",X45.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,45-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Moderate Volume EDs (20k-39,999)",X45-2.2065,Patient Deceased
X104198,Candler Hospital,45-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Moderate Volume EDs (20k-39,999)",X45-2.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,45-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Moderate Volume EDs (20k-39,999)",X45-2.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,45-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Moderate Volume EDs (20k-39,999)",X45-2.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X104198,Candler Hospital,45-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Moderate Volume EDs (20k-39,999)",X45-2.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,45-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Moderate Volume EDs (20k-39,999)",X45-3.2065,Patient Deceased
X104198,Candler Hospital,45-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Moderate Volume EDs (20k-39,999)",X45-3.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,45-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Moderate Volume EDs (20k-39,999)",X45-3.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,45-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Moderate Volume EDs (20k-39,999)",X45-3.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,45-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Moderate Volume EDs (20k-39,999)",X45-4.2065,Patient Deceased
X104198,Candler Hospital,45-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Moderate Volume EDs (20k-39,999)",X45-4.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,45-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Moderate Volume EDs (20k-39,999)",X45-4.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,45-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Moderate Volume EDs (20k-39,999)",X45-4.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,46,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Low Volume EDs (19,999 and less)",X46.2065,Patient Deceased
X104198,Candler Hospital,46,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Low Volume EDs (19,999 and less)",X46.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,46,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Low Volume EDs (19,999 and less)",X46.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,46,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Low Volume EDs (19,999 and less)",X46.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X104198,Candler Hospital,46,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Low Volume EDs (19,999 and less)",X46.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,46-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Low Volume EDs (19,999 and less)",X46-2.2065,Patient Deceased
X104198,Candler Hospital,46-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Low Volume EDs (19,999 and less)",X46-2.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,46-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Low Volume EDs (19,999 and less)",X46-2.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,46-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Low Volume EDs (19,999 and less)",X46-2.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X104198,Candler Hospital,46-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Low Volume EDs (19,999 and less)",X46-2.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,46-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Low Volume EDs (19,999 and less)",X46-3.2065,Patient Deceased
X104198,Candler Hospital,46-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Low Volume EDs (19,999 and less)",X46-3.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,46-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Low Volume EDs (19,999 and less)",X46-3.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,46-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Low Volume EDs (19,999 and less)",X46-3.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,46-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Low Volume EDs (19,999 and less)",X46-4.2065,Patient Deceased
X104198,Candler Hospital,46-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Low Volume EDs (19,999 and less)",X46-4.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,46-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Low Volume EDs (19,999 and less)",X46-4.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,46-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Low Volume EDs (19,999 and less)",X46-4.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,47,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Freestanding EDs",X47.2065,Patient Deceased
X104198,Candler Hospital,47,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Freestanding EDs",X47.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,47,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Freestanding EDs",X47.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,47,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Freestanding EDs",X47.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X104198,Candler Hospital,47,"ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Freestanding EDs",X47.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,47-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Freestanding EDs,X47-2.2065,Patient Deceased
X104198,Candler Hospital,47-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Freestanding EDs,X47-2.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,47-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Freestanding EDs,X47-2.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,47-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Freestanding EDs,X47-2.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X104198,Candler Hospital,47-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Psych and Mental Health Patients(All Eligible Patients) in Freestanding EDs,X47-2.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,47-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Freestanding EDs,X47-3.2065,Patient Deceased
X104198,Candler Hospital,47-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Freestanding EDs,X47-3.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,47-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Freestanding EDs,X47-3.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,47-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(Transfer from ED) in Freestanding EDs,X47-3.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,47-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Freestanding EDs,X47-4.2065,Patient Deceased
X104198,Candler Hospital,47-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Freestanding EDs,X47-4.6320,Patient arrival to Emergency Department (ED)
X104198,Candler Hospital,47-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Freestanding EDs,X47-4.7085,Date and timing of discharge from emergency department
X104198,Candler Hospital,47-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Pediatric Patients(All Eligible Patients) in Freestanding EDs,X47-4.8505,Date and Time of arrival (onset) to Emergency Department
X104198,Candler Hospital,66,Appropriate testing for children with pharyngitis,X66.4175,Diagnosis of acute pharyngitis
X104198,Candler Hospital,66,Appropriate testing for children with pharyngitis,X66.4180,Diagnosis of acute tonsillitis
X104198,Candler Hospital,66,Appropriate testing for children with pharyngitis,X66.7430,Encounter PQRS 66
X104198,Candler Hospital,66,Appropriate testing for children with pharyngitis,X66.9085,Date and time of diagnosis of acute pharyngitis
X104198,Candler Hospital,66,Appropriate testing for children with pharyngitis,X66.9090,Date and time of diagnosis of acute tonsillitis
X104198,Candler Hospital,76,Prevention of Catheter-Related Bloodstream Infections (CRBSI): Central Venous Catheter (CVC) Insertion Protocol,X76.3140,Central Venous Catheter (CVC) insertion
X104198,Candler Hospital,76,Prevention of Catheter-Related Bloodstream Infections (CRBSI): Central Venous Catheter (CVC) Insertion Protocol,X76.3145,Date and time of Central Venous Catheter (CVC) insertion
X104198,Candler Hospital,76,Prevention of Catheter-Related Bloodstream Infections (CRBSI): Central Venous Catheter (CVC) Insertion Protocol,X76.3150,Documentation of Maximal Sterile Barrier Technique having been followed
X104198,Candler Hospital,76,Prevention of Catheter-Related Bloodstream Infections (CRBSI): Central Venous Catheter (CVC) Insertion Protocol,X76.3155,Date and time of documentation of Maximal Sterile Barrier Technique having been followed
X104198,Candler Hospital,91,Acute Otitis Externa (AOE): Topical Therapy,X91.3160,Diagnosis of Acute Otitis Externa (AOE)
X104198,Candler Hospital,91,Acute Otitis Externa (AOE): Topical Therapy,X91.3165,Date and time of  Acute Otitis Externa (AOE) diagnosis
X104198,Candler Hospital,91,Acute Otitis Externa (AOE): Topical Therapy,X91.5130,"Encounter PQRS91,93"
